Pipeline,Loc Desc,Zone,Point
"Texas Eastern Transmission, LP",Receipt,STX,"Assoc. Natural Gas, Inc. - Lateral - Lavaca Co., TX | 72825"
"Texas Eastern Transmission, LP",Receipt,STX,"Atmos Texas - Lone Star Gas - Waller, TX-(D72778/R76778) | 75778"
"Texas Eastern Transmission, LP",Receipt,STX,"Auburn Enterprises - Kerlick #1, Dewitt, TX | 72963"
"Texas Eastern Transmission, LP",Receipt,STX,"B&T Oil Co., Yoward C.P. - Bee Co., TX | 70633"
"Texas Eastern Transmission, LP",Receipt,STX,"Badger Energy - Montgomery County, TX | 72390"
"Texas Eastern Transmission, LP",Receipt,STX,"Barnett Energy, Inc. - #1 Corbett, Hidalgo, TX (Receipt) | 71974"
"Texas Eastern Transmission, LP",Receipt,STX,"Bishop Pipeline - Estate Tract 66-72 #1, Calhoun Co., TX | 72750"
"Texas Eastern Transmission, LP",Receipt,STX,"Blue Stone/Gentry Powell Gathering - Goliad Co., TX | 73541"
"Texas Eastern Transmission, LP",Receipt,STX,"Bluestone - Hidalgo Co., TX | 73180"
"Texas Eastern Transmission, LP",Receipt,STX,"Bluestone Natural Resources, Llc- Bonne Terre Field, Mcmull | 72654"
"Texas Eastern Transmission, LP",Receipt,STX,"Brammer-Browder Gathering-San Jacinto Co, Tx (Rec) | 73364"
"Texas Eastern Transmission, LP",Receipt,STX,"Britanco, LLC - #1D Goree, Bee Co., TX | 71862"
"Texas Eastern Transmission, LP",Receipt,STX,"Britanco, LLC - Loma Alta Hagist CP, Duval Co., TX | 71290"
"Texas Eastern Transmission, LP",Receipt,STX,"Britanco, LLC Wilcox - Tuleta CP, Bee Co., TX | 70912"
"Texas Eastern Transmission, LP",Receipt,STX,"Buckeye Ranch Gathering - Matagorda Co., TX | 73412"
"Texas Eastern Transmission, LP",Receipt,STX,"C&E Operating-Foester Gathering-Calhoun Co., TX | 73418"
"Texas Eastern Transmission, LP",Receipt,STX,Calpine Bayer Pwr. Plant-(D73301/R76301) | 75301
"Texas Eastern Transmission, LP",Receipt,STX,"Calpine Nat. Gas Co. - Champion #1 / San Jacinto Co., TX | 72794"
"Texas Eastern Transmission, LP",Receipt,STX,Cedar Bayou Lateral Accounting Poin | 79961
"Texas Eastern Transmission, LP",Receipt,STX,"Centana Intra P/L, Storage - Jefferson, Co. (72872 | 75872"
"Texas Eastern Transmission, LP",Receipt,STX,"Central Gulf-Carpenter #1/Bee Co., TX (REC) | 73454"
"Texas Eastern Transmission, LP",Receipt,STX,"Chaparral Energy, L.L.C. - #1 Hester, Goliad Co., TX | 72309"
"Texas Eastern Transmission, LP",Receipt,STX,"Chesapeake Operating Inc-Ankenmen Gathering, Brazoria Co. | 73407"
"Texas Eastern Transmission, LP",Receipt,STX,"CIMA Energy LTD - Gath. System / Dewitt Co., TX (REC) | 73341"
"Texas Eastern Transmission, LP",Receipt,STX,"Coastal Oil & Gas - Pawlik #1, Live Oak Co., Tx | 73242"
"Texas Eastern Transmission, LP",Receipt,STX,"Coastline Exploration, Inc. - Goliad Co., TX | 46412"
"Texas Eastern Transmission, LP",Receipt,STX,"Conocophillips Company-Scott #1 / Dewitt Co., TX (Receipt) | 483477"
"Texas Eastern Transmission, LP",Receipt,STX,"Copano Pipeline - Montgomerey Co., TX (D72858/R76858) | 75858"
"Texas Eastern Transmission, LP",Receipt,STX,"Copano Processing - Houston Central / Colorado Co., Tx (Rec) | 73417"
"Texas Eastern Transmission, LP",Receipt,STX,"Cox & Perkins - Ganada Farms / Jackson Co., TX (REC) | 73389"
"Texas Eastern Transmission, LP",Receipt,STX,"Dan A Hughes-Ed Brown #1, Bee Co., TX | 73427"
"Texas Eastern Transmission, LP",Receipt,STX,"Dan A. Hughes-Los Torritos Gathering, Hidalgo Co., TX | 73361"
"Texas Eastern Transmission, LP",Receipt,STX,Davis Southern/Bintliff #1 | 73626
"Texas Eastern Transmission, LP",Receipt,STX,"DCP Midstream, LP - Bee Co., TX | 73199"
"Texas Eastern Transmission, LP",Receipt,STX,"DCP Midstream, LP - Goliad Co., TX | 73164"
"Texas Eastern Transmission, LP",Receipt,STX,"DCP Midstream, LP -- Lavaca Co., TX | 73186"
"Texas Eastern Transmission, LP",Receipt,STX,"DCP Midstream, LP- #1 Diebel, Goliad CO., TX | 73139"
"Texas Eastern Transmission, LP",Receipt,STX,"DCP/Sarita Gathering-Kenedy Co., TX | 73575"
"Texas Eastern Transmission, LP",Receipt,STX,"Deep Rock Resources - Flowers / Matagorda Co, Tx - Run 01 | 73148"
"Texas Eastern Transmission, LP",Receipt,STX,"DEFS (Line #23 - Inlet Bypass) - Provident City, TX | 74186"
"Texas Eastern Transmission, LP",Receipt,STX,"DEFS (Wallace By-pass) - Lavaca Co., TX. (REC) | 74825"
"Texas Eastern Transmission, LP",Receipt,STX,"DEFS - Goliad County, TX | 73232"
"Texas Eastern Transmission, LP",Receipt,STX,"DEFS - Pettus, Bee Co., TX | 73214"
"Texas Eastern Transmission, LP",Receipt,STX,DEFS / Delilah #1 | 73224
"Texas Eastern Transmission, LP",Receipt,STX,DEFS Accounting Point | 484250
"Texas Eastern Transmission, LP",Receipt,STX,"DEFS, LP - New Speaks Meter / Lavaca Co., TX | 73499"
"Texas Eastern Transmission, LP",Receipt,STX,"DEFS, LP, Speaks Inlet-Provident City Plant/Lavaca Co., TX | 73442"
"Texas Eastern Transmission, LP",Receipt,STX,"DEFS-Geodominion - Bonorden #1 - Lavaca Co., TX | 73313"
"Texas Eastern Transmission, LP",Receipt,STX,"DEFS/Santa Fe Ranch Gathering - Kleberg Co., TX (REC) | 73345"
"Texas Eastern Transmission, LP",Receipt,STX,"DEFS/Southern Resources Gath. - Bee Co., TX (REC) | 73452"
"Texas Eastern Transmission, LP",Receipt,STX,Desf-Angel City Gathering-Goliad Co. TX | 73505
"Texas Eastern Transmission, LP",Receipt,STX,"Dewbre Petroleum-Valderas #1 / Hidalgo County, TX (REC) | 72222"
"Texas Eastern Transmission, LP",Receipt,STX,Dewbre Petroleum/Allen East A | 72185
"Texas Eastern Transmission, LP",Receipt,STX,Dewbre Petroleum/Mcgill Heirs #1-Santa Rose Ranch-Kenedy Co | 73818
"Texas Eastern Transmission, LP",Receipt,STX,"Dewbre Petroleum/Mcgill Heirs #1-Santa Rose Ranch-Kenedy Co., Tx | 73818"
"Texas Eastern Transmission, LP",Receipt,STX,Double Play Oil & Gas/McCrabb Ranch #2 | 70664
"Texas Eastern Transmission, LP",Receipt,STX,"Douglas Pet.- #1 Buchanan, McMullen, TX | 71929"
"Texas Eastern Transmission, LP",Receipt,STX,"Duer Wagner & Co. - Brandt C.P.- Goliad Co., TX (Receipt) | 70671"
"Texas Eastern Transmission, LP",Receipt,STX,"Duke Energy Field Svc., LP - Lola Fuhreken#1/Dewitt Co. TX | 135747"
"Texas Eastern Transmission, LP",Receipt,STX,"Elliot Oil & Gas, Browder #C-1, San Jacinto Co., TX (REC) | 72964"
"Texas Eastern Transmission, LP",Receipt,STX,"Elliott Oil & Gas/Steindorf #1-Fm 799-Bee Co,TX | 73876"
"Texas Eastern Transmission, LP",Receipt,STX,"Enterprise Texas Pipeline LLC - Calhoun County, TX (REC) | 72655"
"Texas Eastern Transmission, LP",Receipt,STX,"Enterprise Texas Pipeline LLC - Hidalgo County, TX | 73113"
"Texas Eastern Transmission, LP",Receipt,STX,"Enterprise Texas Pipeline LLC - Lavaca County, TX (REC) | 72248"
"Texas Eastern Transmission, LP",Receipt,STX,"Enterprise Texas Pipeline LLC - Matagorda County, TX (REC) | 72601"
"Texas Eastern Transmission, LP",Receipt,STX,"Enterprise Texas Pipeline LLC Hildalgo County, TX (REC) | 72716"
"Texas Eastern Transmission, LP",Receipt,STX,Esenjay Petroleum/Hoblit Unit #1-Run 1 | 73717
"Texas Eastern Transmission, LP",Receipt,STX,"Famcor Oil, Inc. - Inez B. Elmore #1/San Jac. Co., TX (REC) | 26114"
"Texas Eastern Transmission, LP",Receipt,STX,"FFA Petroleum-Kramer Gathering, Jackson Co., TX | 73399"
"Texas Eastern Transmission, LP",Receipt,STX,"Finley Resources/Spur T GU #2, Dewitt Co., TX | 73643"
"Texas Eastern Transmission, LP",Receipt,STX,"Garrison Ltd.-Charles Gathering, Lavaca Co., TX (Rec) | 73434"
"Texas Eastern Transmission, LP",Receipt,STX,"GMT Gas Marketing - #1 Val Holtz, DeWitt Co., TX (Rec) | 72457"
"Texas Eastern Transmission, LP",Receipt,STX,"Gulf Coast Pipeline Company - #1 Minarcik/ Colorado Co., TX | 72266"
"Texas Eastern Transmission, LP",Receipt,STX,Gulf South/Coastal Bend Delivery Cr 206 (D-73891/R76891) | 75891
"Texas Eastern Transmission, LP",Receipt,STX,"Gulf South/Coastal Bend Delivery-Cr 206-Jackson Co, TX | 76891"
"Texas Eastern Transmission, LP",Receipt,STX,"Headington Oil-Hutchins Pearson #1-Wharton Co., TX (Rec) | 73316"
"Texas Eastern Transmission, LP",Receipt,STX,"HEC Exchange, LLC - Swallow #2/Hidalgo Prospect | 73381"
"Texas Eastern Transmission, LP",Receipt,STX,"Hesco - Denali Gathering / Hidalgo Co., TX (Rec) | 73414"
"Texas Eastern Transmission, LP",Receipt,STX,"Hesco-Milo Rio Farms - Hidalgo Co., TX (Rec) | 73359"
"Texas Eastern Transmission, LP",Receipt,STX,"Hesco/Double Play - Lentz #1 / Dewitt Co., TX (Rec) | 73459"
"Texas Eastern Transmission, LP",Receipt,STX,Hilcorp Energy/St. Charles Refuge Gathering-Backgate Road-Refugio | 73892
"Texas Eastern Transmission, LP",Receipt,STX,"Hurd Enterprises Ltd.-Harris #1-Live Oak Co., TX | 73658"
"Texas Eastern Transmission, LP",Receipt,STX,"Hurd Enterprises-Appling Farms-Lavaca Co., TX (Rec) | 73277"
"Texas Eastern Transmission, LP",Receipt,STX,"Inca Oil & Gas Co..-#1 Wilkinson,Goliad Co., TX | 70691"
"Texas Eastern Transmission, LP",Receipt,STX,James L Nelson Operating/Goehring Gathering-FM 584-Goliad C | 73810
"Texas Eastern Transmission, LP",Receipt,STX,"James L Nelson Operating/Goehring Gathering-Fm 584-Goliad Co., Tx | 73810"
"Texas Eastern Transmission, LP",Receipt,STX,"James L. Nelson - Junker, Dewitt Co., TX | 71773"
"Texas Eastern Transmission, LP",Receipt,STX,"Kaiser Francis - #1 Brandt, Goliad Co., TX | 46453"
"Texas Eastern Transmission, LP",Receipt,STX,Kinder Morgan Tejas - Clear Lk. Stor-(D73299/R73300) | 75300
"Texas Eastern Transmission, LP",Receipt,STX,Kinder Morgan Texas Pipeline LLC | 153115
"Texas Eastern Transmission, LP",Receipt,STX,Kinder Morgan-Tejas/Petronilla Gathering | 73675
"Texas Eastern Transmission, LP",Receipt,STX,"Lavaca Pipeline/Peterson Burge - Dewitt CO., TX (Rec) | 73457"
"Texas Eastern Transmission, LP",Receipt,STX,"Lighthouse Exploration/Floyd #1, Colorado Co., TX | 73707"
"Texas Eastern Transmission, LP",Receipt,STX,"Linn Exchange Properties, LLC- Southwest Gohlke CP - Victoria, TX | 70655"
"Texas Eastern Transmission, LP",Receipt,STX,"M.E.Operating & Services- Wright #1 - Colorado Co, Tx | 72965"
"Texas Eastern Transmission, LP",Receipt,STX,Magic Valley Pl-Calpine-Power Project(D73258/R73259) | 75258
"Texas Eastern Transmission, LP",Receipt,STX,"Magnum LP - ChIColete Creek - Lavaca Co., TX (Rec) | 73482"
"Texas Eastern Transmission, LP",Receipt,STX,"Magnum Producing, LP - May, TX | 70364"
"Texas Eastern Transmission, LP",Receipt,STX,"Magnum Producing, LP - Meider #1, LIive Oak Co., TX | 73245"
"Texas Eastern Transmission, LP",Receipt,STX,"Marwell Petroleum, Inc.- #2 Ruschupt, Dewitt Co., TX | 72159"
"Texas Eastern Transmission, LP",Receipt,STX,"Marwell Petroleum, Inc.-Goliad Co. TX | 246031"
"Texas Eastern Transmission, LP",Receipt,STX,Midcoast Vidor Interconnect Mansfield Ferry Road Orange CO TX | 73921
"Texas Eastern Transmission, LP",Receipt,STX,"Mme Desoto Pipeline, L.P. - Austin Co. -- Sealy, Tx(Rec) -- B/D 70 | 73311"
"Texas Eastern Transmission, LP",Receipt,STX,"MME Desoto Pipeline, L.P. - Prairie View, TX - REC | 73175"
"Texas Eastern Transmission, LP",Receipt,STX,"Modern Exploration - Werlla #1, Colorado Co., TX (Rec) | 73296"
"Texas Eastern Transmission, LP",Receipt,STX,"Monument Pipeline, LP - Harris County, TX | 72837"
"Texas Eastern Transmission, LP",Receipt,STX,"Mosbacher-Morgan #1, Live Oak Co. TX | 70675"
"Texas Eastern Transmission, LP",Receipt,STX,Moss Bluff Gas Strg-Chambers Co. TX-(D7277 | 75773
"Texas Eastern Transmission, LP",Receipt,STX,"Nog Production & Operating LLC- #1 Children'S Home - Bee Co.,Tx | 70689"
"Texas Eastern Transmission, LP",Receipt,STX,Nueces Connector (Mainline) | 79978
"Texas Eastern Transmission, LP",Receipt,STX,Nueces Connector Lateral | 79979
"Texas Eastern Transmission, LP",Receipt,STX,"Onyx P/L - Nueces Co., Tx (Lat. 16-K) | 73285"
"Texas Eastern Transmission, LP",Receipt,STX,"Pemex - Reynosa, MX (D 70333/R 76333) | 75333"
"Texas Eastern Transmission, LP",Receipt,STX,"Pemex - Reynosa, MX -(REC.) | 148420"
"Texas Eastern Transmission, LP",Receipt,STX,Permian Highway Pipeline/Sheridan Interconnect - Cr 255-Colorado C | 74526
"Texas Eastern Transmission, LP",Receipt,STX,"Prime Operating Company - Money Wort #1 - Walker Co., Tx | 73477"
"Texas Eastern Transmission, LP",Receipt,STX,"Renuergy Minerals Luker #2 Goliad Co., Tx (Rec) | 73276"
"Texas Eastern Transmission, LP",Receipt,STX,"Rio Grande Royalty Co., Inc. - Rio Grande #1/HIdalgo CO., T | 72744"
"Texas Eastern Transmission, LP",Receipt,STX,"Ross Gas and Oil, Ltd. Co.. - Cousins #1, McMullen Co., TX. | 263336"
"Texas Eastern Transmission, LP",Receipt,STX,"Sanchez Obrien-Bodden Frost, Live Oak Co., TX | 73165"
"Texas Eastern Transmission, LP",Receipt,STX,"Sanchez Oil and Gas/Patman Gathering, Jackson Co., TX | 73636"
"Texas Eastern Transmission, LP",Receipt,STX,SantosUSA Corp | 73338
"Texas Eastern Transmission, LP",Receipt,STX,Sawtooth Oil And Gas/Biggs Gathering Receipt | 73633
"Texas Eastern Transmission, LP",Receipt,STX,"Seneca Resources - #1 Garza, Hidalgo Co., TX | 72377"
"Texas Eastern Transmission, LP",Receipt,STX,"Shell Gulf of Mexico- Hidalgo Co., TX | 73117"
"Texas Eastern Transmission, LP",Receipt,STX,"Shoreham Oil & Gas, Roberts #1 - Bee Co., TX | 107621"
"Texas Eastern Transmission, LP",Receipt,STX,"Spiller Operating-McCord Gathering/Goliad Co., TX (Rec) | 484294"
"Texas Eastern Transmission, LP",Receipt,STX,"Square Mile Energy - CC Gathering - Matagorda Co., TX | 73592"
"Texas Eastern Transmission, LP",Receipt,STX,"Stephens Production Co. - STEPHENS CRP (Hidalgo Co., TX) | 72980"
"Texas Eastern Transmission, LP",Receipt,STX,STX Service Point | 79501
"Texas Eastern Transmission, LP",Receipt,STX,"Suemaur E & P - Goldsberry Gathering / Hidalgo Co., TX (Rec | 73385"
"Texas Eastern Transmission, LP",Receipt,STX,"Suemaur E&P-Pedraza #1 - Hidalgo Co., TX (Rec) | 73362"
"Texas Eastern Transmission, LP",Receipt,STX,"Suemaur E&P/Torres Gathering System - Hidalgo Co., TX (Rec) | 483494"
"Texas Eastern Transmission, LP",Receipt,STX,T2 Gas Iutility LLC/Refugio Interconnect | 73719
"Texas Eastern Transmission, LP",Receipt,STX,TETLP/Pomelo Interconnect with VCP (Del 73916/Rec 73917) | 75917
"Texas Eastern Transmission, LP",Receipt,STX,"Texaco - Altair, Colorado Co., Tx | 70930"
"Texas Eastern Transmission, LP",Receipt,STX,"Texana Operating/Massey Ferguson Gathering, San Jacinto Co., TX | 73669"
"Texas Eastern Transmission, LP",Receipt,STX,"Texana Pipeline/Degussa Carbon Black - Bee Co., TX (73602D/73631R) | 75602"
"Texas Eastern Transmission, LP",Receipt,STX,"Texas Independent Exploration - Mercedes, Hidalgo Co., TX | 70366"
"Texas Eastern Transmission, LP",Receipt,STX,"Thorp Petroleum-Stalitsky #1-Hidalgo Co., TX | 696699"
"Texas Eastern Transmission, LP",Receipt,STX,"TransTexas Transm Corp. - Nueces Co., TX | 72592"
"Texas Eastern Transmission, LP",Receipt,STX,Tres Palacios Gas Storge - 73558D(Inj)/73559R(Wtd) | 75558
"Texas Eastern Transmission, LP",Receipt,STX,"Tri-Union Dev. Corp.-#1 Wright / Goliad County, TX (Rec) | 72249"
"Texas Eastern Transmission, LP",Receipt,STX,"Union Petroleum, LTD (Line 16LL) - Brazoria Co., TX | 73283"
"Texas Eastern Transmission, LP",Receipt,STX,"United Gas & Minerals - #1 Goff, Wharton County, TX | 72668"
"Texas Eastern Transmission, LP",Receipt,STX,"United Oil & Minerals - Lavaca County, TX | 73089"
"Texas Eastern Transmission, LP",Receipt,STX,"United Texas Oil, Llc | 73604"
"Texas Eastern Transmission, LP",Receipt,STX,"Vernon E. Faulconer, Inc.- #1 Stewart, Kenedy Co., TX (REC) | 72295"
"Texas Eastern Transmission, LP",Receipt,STX,"Vernon Faulkner-San Salvador Field - Hidalgo Co., TX (REC) | 71142"
"Texas Eastern Transmission, LP",Receipt,STX,"Victoria Operating - Anna Barre Field, Dewitt Co., Tx (Rec | 71607"
"Texas Eastern Transmission, LP",Receipt,STX,"Wadi Petroleum-Hermine Henry #1 / Dewitt Co., TX (REC) | 483481"
"Texas Eastern Transmission, LP",Receipt,STX,"Walter Oil & Gas-Kasman Gathering - Matagorda Co., TX | 73504"
"Texas Eastern Transmission, LP",Receipt,STX,"Welder Exploration & Production- #1 Young, Bee Co., TX | 72103"
"Texas Eastern Transmission, LP",Receipt,STX,"Williams Field Services - Duval Co., TX | 72621"
"Texas Eastern Transmission, LP",Receipt,STX,"Williams Pipeline/Lacy Crossover - Hidalgo Co., TX (Rec) | 73425"
"Texas Eastern Transmission, LP",Receipt,STX,"Wilmar Pipeline, Inc. - #1 Duncan Slough, Matagorda Co., T | 72451"
"Texas Eastern Transmission, LP",Receipt,STX,"Windrush Operator/Huff - Kleberg Co, TX | 73503"
"Texas Eastern Transmission, LP",Receipt,STX,"Windrush Operator/Huff -Kleberg Co., TX | 696701"
"Texas Eastern Transmission, LP",Receipt,STX,"Wing Corp - C.P., Dewitt County, TX (Rec) | 72626"
"Texas Eastern Transmission, LP",Receipt,STX,"Winn Exploration - Zengerle Gathering - Dewitt Co., TX | 73522"
"Texas Eastern Transmission, LP",Receipt,STX,"Winn Exploration/Kerlick #1 - Dewitt County, TX (Rec) | 483475"
"Texas Eastern Transmission, LP",Receipt,STX,"Winn Exploration/Kerlick #1 - Dewitt County, TX (Rec) | 73244"
"Texas Eastern Transmission, LP",Receipt,STX,"Wofford - #1 Bean, Bee Co., TX | 72272"
"Texas Eastern Transmission, LP",Receipt,STX,"Wynn-Crosby Energy, Inc. - Willacy Co., TX | 73149"
"Texas Eastern Transmission, LP",Receipt,WLA,"Anadarko Petroleum Corp. - EC 321, LA | 71662"
"Texas Eastern Transmission, LP",Receipt,WLA,"ANR - St. Landry PA., LA - (D72043/R76043) | 75043"
"Texas Eastern Transmission, LP",Receipt,WLA,"ANR - WC 504, LA | 71952"
"Texas Eastern Transmission, LP",Receipt,WLA,"Apache - EC 172, LAO | 73172"
"Texas Eastern Transmission, LP",Receipt,WLA,"Arcadia Operating - Beauregard Psh., LA | 73322"
"Texas Eastern Transmission, LP",Receipt,WLA,"Arena Offshore, LP -EC 328 | 73646"
"Texas Eastern Transmission, LP",Receipt,WLA,Arena WC 548 - West Cameron | 73593
"Texas Eastern Transmission, LP",Receipt,WLA,"Aspect Energy, LLC / #1 Griggs - Beauregard Psh., LA | 73324"
"Texas Eastern Transmission, LP",Receipt,WLA,ATP WC 479 Production Program | 73607
"Texas Eastern Transmission, LP",Receipt,WLA,"Britlind Oil, LLC. - #1 Brown, St.Landry Psh., LA | 71887"
"Texas Eastern Transmission, LP",Receipt,WLA,Cameron Extension Head Of Lateral | 79169
"Texas Eastern Transmission, LP",Receipt,WLA,"Cameron Interstate P/L LLC- Beauregard Psh., LA- (73533/73534) | 75533"
"Texas Eastern Transmission, LP",Receipt,WLA,"Centana Intrastate Pipeline Co. - Orange Co., TX | 73147"
"Texas Eastern Transmission, LP",Receipt,WLA,"Century Exploration New Orleans, Inc. | 73160"
"Texas Eastern Transmission, LP",Receipt,WLA,"Cheniere Lng, Beauregard Pa,La (D-73866/R-73566) | 75866"
"Texas Eastern Transmission, LP",Receipt,WLA,"Cheniere Lng, Beauregard Pa,LA-Del (B/D 73566) | 73566"
"Texas Eastern Transmission, LP",Receipt,WLA,"Cimarex Energy Mowad #1-Allen Parish, LA | 482610"
"Texas Eastern Transmission, LP",Receipt,WLA,Coastal - West Cam 504 | 73293
"Texas Eastern Transmission, LP",Receipt,WLA,"Columbia Gulf - St. Landry Psh., LA | 71750"
"Texas Eastern Transmission, LP",Receipt,WLA,"Desco Oil Company - Cameron Psh., LA | 72897"
"Texas Eastern Transmission, LP",Receipt,WLA,"Dominion E&P - Brown Gathering-Orange Co., TX | 73490"
"Texas Eastern Transmission, LP",Receipt,WLA,DTM Leap Cameron Extension Al Cormier Road Beauregard Parish LA | 74528
"Texas Eastern Transmission, LP",Receipt,WLA,Egan Expansion - (73680 D(Inj)/73681 R(Wtd) | 1181259
"Texas Eastern Transmission, LP",Receipt,WLA,Egan Gas Storage (73331 Inj/73332 Wd) | 75332
"Texas Eastern Transmission, LP",Receipt,WLA,Energy Partners - WC 141 | 1170755
"Texas Eastern Transmission, LP",Receipt,WLA,Energy Partners-WC 252 | 1170754
"Texas Eastern Transmission, LP",Receipt,WLA,"Fairways - Peveto CPF Gathering System, Orange Co., TX | 1174589"
"Texas Eastern Transmission, LP",Receipt,WLA,Fieldwood EC 250 | 73905
"Texas Eastern Transmission, LP",Receipt,WLA,Fieldwood Energy | 71579
"Texas Eastern Transmission, LP",Receipt,WLA,Fieldwood Energy | 73632
"Texas Eastern Transmission, LP",Receipt,WLA,"Golden Pass Pipeline - Calcasieu Parish, LA | 73556"
"Texas Eastern Transmission, LP",Receipt,WLA,Golden Triangle Storage D73662/R73663 | 75662
"Texas Eastern Transmission, LP",Receipt,WLA,"Gomex Energy Offshore, Ltd - EC 157 - Lao | 73548"
"Texas Eastern Transmission, LP",Receipt,WLA,Gomex VR 282 | 73696
"Texas Eastern Transmission, LP",Receipt,WLA,"Houston Exploration Co., E.Cam. 83 | 73396"
"Texas Eastern Transmission, LP",Receipt,WLA,Houston Pipeline Vidor | 73432
"Texas Eastern Transmission, LP",Receipt,WLA,Key Operating/Derouen #1 | 482611
