Year,State,Company,"Residential Natural Gas Volume, Bundled (Mcf)","Commercial Natural Gas Volume, Bundled (Mcf)","Industrial Natural Gas Volume, Bundled (Mcf)","Electric Power Natural Gas Volume, Bundled (Mcf)","Vehicle Fuel Natural Gas Volume, Bundled (Mcf)","Other Natural Gas Volume, Bundled (Mcf)","Total End User Natural Gas Volume, Bundled (Mcf)","Residential Natural Gas Volume, Delivery Only (Mcf)","Commercial Natural Gas Volume, Delivery Only (Mcf)","Industrial Natural Gas Volume, Delivery Only (Mcf)","Electric Power Natural Gas Volume, Delivery Only (Mcf)","Vehicle Fuel Natural Gas Volume, Delivery Only (Mcf)","Other Natural Gas Volume, Delivery Only (Mcf)","Total End User Natural Gas Volume, Delivery Only (Mcf)",Residential Natural Gas Volume (Mcf),Commercial Natural Gas Volume (Mcf),Industrial Natural Gas Volume (Mcf),Electric Power Natural Gas Volume (Mcf),Vehicle Fuel Natural Gas Volume (Mcf),Other Natural Gas Volume (Mcf),Total End User Natural Gas Volume (Mcf),"Residential Natural Gas Revenue, Bundled ($000)","Commercial Natural Gas Revenue, Bundled ($000)","Industrial Natural Gas Revenue, Bundled ($000)","Electric Power Natural Gas Revenue, Bundled ($000)","Vehicle Fuel Natural Gas Revenue, Bundled ($000)","Other Natural Gas Revenue, Bundled ($000)","Total End User Natural Gas Revenue, Bundled ($000)","Residential Natural Gas Customers, Bundled (actual)","Commercial Natural Gas Customers, Bundled (actual)","Industrial Natural Gas Customers, Bundled (actual)","Electric Power Natural Gas Customers, Bundled (actual)","Vehicle Fuel Natural Gas Customers, Bundled (actual)","Other Natural Gas Customers, Bundled (actual)","Total End User Natural Gas Customers, Bundled (actual)","Residential Natural Gas Customers, Delivery Only (actual)","Commercial Natural Gas Customers, Delivery Only (actual)","Industrial Natural Gas Customers, Delivery Only (actual)","Electric Power Natural Gas Customer, Delivery Only (actual)","Vehicle Fuel Natural Gas Customers, Delivery Only (actual)","Other Natural Gas Customers, Delivery Only (actual)","Total End User Natural Gas Customer, Delivery Only (actual)",Residential Natural Gas Customers (actual),Commercial Natural Gas Customers (actual),Industrial Natural Gas Customers (actual),Electric Power Natural Gas Customers (actual),Vehicle Fuel Natural Gas Customers (actual),Other Natural Gas Customers (actual),Total End User Natural Gas Customers (actual)
2021,NY,"Algonquin Gas Transmission, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,RI,"Algonquin Gas Transmission, LLC",0,0,0,0,0,0,0,0,0,0,19043182,0,0,19043182,0,0,0,19043182,0,0,19043182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,2
2020,CT,"Algonquin Gas Transmission, LLC",0,0,0,0,0,0,0,0,0,187018,92562981,0,0,92749999,0,0,187018,92562981,0,0,92749999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,8,0,0,1,7,0,0,8
2020,MA,"Algonquin Gas Transmission, LLC",0,0,0,0,0,0,0,0,0,0,51280102,0,0,51280102,0,0,0,51280102,0,0,51280102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,0,0,11,0,0,11
2020,NJ,"Algonquin Gas Transmission, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,NY,"Algonquin Gas Transmission, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,RI,"Algonquin Gas Transmission, LLC",0,0,0,0,0,0,0,0,0,0,17214350,0,0,17214350,0,0,0,17214350,0,0,17214350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,2
2019,CT,"Algonquin Gas Transmission, LLC",0,0,0,0,0,0,0,0,0,322544,82637839,0,0,82960383,0,0,322544,82637839,0,0,82960383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,8,0,0,1,7,0,0,8
2019,MA,"Algonquin Gas Transmission, LLC",0,0,0,0,0,0,0,0,0,71,58167487,0,0,58167558,0,0,71,58167487,0,0,58167558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,12,0,0,1,11,0,0,12
2019,NJ,"Algonquin Gas Transmission, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,NY,"Algonquin Gas Transmission, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,RI,"Algonquin Gas Transmission, LLC",0,0,0,0,0,0,0,0,0,0,14129009,0,0,14129009,0,0,0,14129009,0,0,14129009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,2
2018,CT,"Algonquin Gas Transmission, LLC",0,0,0,0,0,0,0,0,0,335062,83694693,0,0,84029755,0,0,335062,83694693,0,0,84029755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,8,0,0,1,7,0,0,8
2018,MA,"Algonquin Gas Transmission, LLC",0,0,0,0,0,0,0,0,0,166938,57514748,0,0,57681686,0,0,166938,57514748,0,0,57681686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,12,0,0,1,11,0,0,12
2018,NJ,"Algonquin Gas Transmission, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,NY,"Algonquin Gas Transmission, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,RI,"Algonquin Gas Transmission, LLC",0,0,0,0,0,0,0,0,0,0,18812270,0,0,18812270,0,0,0,18812270,0,0,18812270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,2
2017,CT,"Algonquin Gas Transmission, LLC",0,0,0,0,0,0,0,0,0,316689,65890584,0,0,66207273,0,0,316689,65890584,0,0,66207273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,8,0,0,1,7,0,0,8
2017,MA,"Algonquin Gas Transmission, LLC",0,0,0,0,0,0,0,0,0,639498,61903008,0,0,62542506,0,0,639498,61903008,0,0,62542506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,12,0,0,1,11,0,0,12
2017,NJ,"Algonquin Gas Transmission, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,NY,"Algonquin Gas Transmission, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,RI,"Algonquin Gas Transmission, LLC",0,0,0,0,0,0,0,0,0,0,12663582,0,0,12663582,0,0,0,12663582,0,0,12663582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,2
2021,IA,Allerton Gas Company,14166,2753,201732,0,0,0,218651,0,0,0,0,0,0,0,14166,2753,201732,0,0,0,218651,129,29,1190,0,0,0,1348,171,29,1,0,0,0,201,0,0,0,0,0,0,0,171,29,1,0,0,0,201
2020,IA,Allerton Gas Company,14453,2976,176532,0,0,0,193961,0,0,0,0,0,0,0,14453,2976,176532,0,0,0,193961,111,26,743,0,0,0,880,170,29,1,0,0,0,200,0,0,0,0,0,0,0,170,29,1,0,0,0,200
2019,IA,Allerton Gas Company,14591,4026,173988,0,0,0,192605,0,0,0,0,0,0,0,14591,4026,173988,0,0,0,192605,116,31,818,0,0,0,965,168,27,1,0,0,0,196,0,0,0,0,0,0,0,168,27,1,0,0,0,196
2018,IA,Allerton Gas Company,14444,3286,168037,0,0,0,185767,0,0,0,0,0,0,0,14444,3286,168037,0,0,0,185767,123,31,869,0,0,0,1023,168,28,1,0,0,0,197,0,0,0,0,0,0,0,168,28,1,0,0,0,197
2017,IA,Allerton Gas Company,11724,2799,182358,0,0,0,196881,0,0,0,0,0,0,0,11724,2799,182358,0,0,0,196881,100,24,966,0,0,0,1090,169,29,1,0,0,0,199,0,0,0,0,0,0,0,169,29,1,0,0,0,199
2021,IA,Alliance Pipeline L.P.,0,0,0,0,0,0,0,0,0,1968870,0,0,0,1968870,0,0,1968870,0,0,0,1968870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2021,IL,Alliance Pipeline L.P.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,MN,Alliance Pipeline L.P.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,ND,Alliance Pipeline L.P.,0,0,0,0,0,0,0,0,0,3290639,0,0,0,3290639,0,0,3290639,0,0,0,3290639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3
2020,IA,Alliance Pipeline L.P.,0,0,0,0,0,0,0,0,0,1841819,0,0,0,1841819,0,0,1841819,0,0,0,1841819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2020,IL,Alliance Pipeline L.P.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,MN,Alliance Pipeline L.P.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,ND,Alliance Pipeline L.P.,0,0,0,0,0,0,0,0,0,2813515,0,0,0,2813515,0,0,2813515,0,0,0,2813515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3
2019,IA,Alliance Pipeline L.P.,0,0,0,0,0,0,0,0,0,1896234,0,0,0,1896234,0,0,1896234,0,0,0,1896234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2019,IL,Alliance Pipeline L.P.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,MN,Alliance Pipeline L.P.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,ND,Alliance Pipeline L.P.,0,0,0,0,0,0,0,0,0,3438407,0,0,0,3438407,0,0,3438407,0,0,0,3438407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3
2018,IA,Alliance Pipeline L.P.,0,0,0,0,0,0,0,0,0,2311519,0,0,0,2311519,0,0,2311519,0,0,0,2311519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2018,IL,Alliance Pipeline L.P.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,MN,Alliance Pipeline L.P.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,ND,Alliance Pipeline L.P.,0,0,0,0,0,0,0,0,0,3330675,0,0,0,3330675,0,0,3330675,0,0,0,3330675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3
2017,IA,Alliance Pipeline L.P.,0,0,0,0,0,0,0,0,0,2354280,0,0,0,2354280,0,0,2354280,0,0,0,2354280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2017,IL,Alliance Pipeline L.P.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,MN,Alliance Pipeline L.P.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,ND,Alliance Pipeline L.P.,0,0,0,0,0,0,0,0,0,3140106,0,0,0,3140106,0,0,3140106,0,0,0,3140106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,2
2021,KS,Alma City of,25614,13676,27017,0,0,0,66307,0,0,0,0,0,0,0,25614,13676,27017,0,0,0,66307,500,258,312,0,0,0,1071,384,75,4,0,0,0,463,0,0,0,0,0,0,0,384,75,4,0,0,0,463
2020,KS,Alma City of,26034,12796,26245,0,0,0,65075,0,0,0,0,0,0,0,26034,12796,26245,0,0,0,65075,202,85,152,0,0,0,440,381,75,4,0,0,0,460,0,0,0,0,0,0,0,381,75,4,0,0,0,460
2019,KS,Alma City of,30163,15131,24019,0,0,0,69313,0,0,0,0,0,0,0,30163,15131,24019,0,0,0,69313,227,100,144,0,0,0,471,380,75,4,0,0,0,459,0,0,0,0,0,0,0,380,75,4,0,0,0,459
2018,KS,Alma City of,30830,15970,26448,0,0,0,73248,0,0,0,0,0,0,0,30830,15970,26448,0,0,0,73248,221,100,151,0,0,0,472,380,75,4,0,0,0,459,0,0,0,0,0,0,0,380,75,4,0,0,0,459
2017,KS,Alma City of,22858,11500,24191,0,0,0,58549,0,0,0,0,0,0,0,22858,11500,24191,0,0,0,58549,180,78,145,0,0,0,403,385,78,5,0,0,0,468,0,0,0,0,0,0,0,385,78,5,0,0,0,468
2021,NE,"Alma Natural Gas System, City Of",24249,21201,0,0,0,0,45450,0,0,0,0,0,0,0,24249,21201,0,0,0,0,45450,313,241,0,0,0,0,554,419,93,0,0,0,0,512,0,0,0,0,0,0,0,419,93,0,0,0,0,512
2020,NE,"Alma Natural Gas System, City Of",23465,19537,0,0,0,0,43002,0,0,0,0,0,0,0,23465,19537,0,0,0,0,43002,301,220,0,0,0,0,522,415,92,0,0,0,0,507,0,0,0,0,0,0,0,415,92,0,0,0,0,507
2019,NE,"Alma Natural Gas System, City Of",27587,23175,0,0,0,0,50762,0,0,0,0,0,0,0,27587,23175,0,0,0,0,50762,357,261,0,0,0,0,618,414,95,0,0,0,0,509,0,0,0,0,0,0,0,414,95,0,0,0,0,509
2018,NE,"Alma Natural Gas System, City Of",26945,20938,0,0,0,0,47883,0,0,0,0,0,0,0,26945,20938,0,0,0,0,47883,353,245,0,0,0,0,598,415,89,0,0,0,0,504,0,0,0,0,0,0,0,415,89,0,0,0,0,504
2017,NE,"Alma Natural Gas System, City Of",23595,19087,0,0,0,0,42682,0,0,0,0,0,0,0,23595,19087,0,0,0,0,42682,301,215,0,0,0,0,516,412,89,0,0,0,0,501,0,0,0,0,0,0,0,412,89,0,0,0,0,501
2021,CA,Alpine Natural Gas Inc,72445,3194,0,0,0,0,75639,0,0,0,0,0,0,0,72445,3194,0,0,0,0,75639,856,37,0,0,0,0,894,1684,26,0,0,0,0,1710,0,0,0,0,0,0,0,1684,26,0,0,0,0,1710
2020,CA,Alpine Natural Gas Inc,71753,2573,0,0,0,0,74326,0,0,0,0,0,0,0,71753,2573,0,0,0,0,74326,868,26,0,0,0,0,894,1672,26,0,0,0,0,1698,0,0,0,0,0,0,0,1672,26,0,0,0,0,1698
2019,CA,Alpine Natural Gas Inc,68327,2087,0,0,0,0,70414,0,0,0,0,0,0,0,68327,2087,0,0,0,0,70414,981,29,0,0,0,0,1010,1620,25,0,0,0,0,1645,0,0,0,0,0,0,0,1620,25,0,0,0,0,1645
2018,CA,Alpine Natural Gas Inc,63624,2111,0,0,0,0,65735,0,0,0,0,0,0,0,63624,2111,0,0,0,0,65735,832,20,0,0,0,0,852,1604,24,0,0,0,0,1628,0,0,0,0,0,0,0,1604,24,0,0,0,0,1628
2017,CA,Alpine Natural Gas Inc,62364,2427,0,0,0,0,64791,0,0,0,0,0,0,0,62364,2427,0,0,0,0,64791,778,33,0,0,0,0,811,1518,28,0,0,0,0,1546,0,0,0,0,0,0,0,1518,28,0,0,0,0,1546
2021,KS,Altamont City of KS,29834,7378,0,0,0,0,37212,0,0,0,0,0,0,0,29834,7378,0,0,0,0,37212,624,174,0,0,0,0,798,485,6,0,0,0,0,491,0,0,0,0,0,0,0,485,6,0,0,0,0,491
2020,KS,Altamont City of KS,32082,8178,0,0,0,0,40260,0,0,0,0,0,0,0,32082,8178,0,0,0,0,40260,265,54,0,0,0,0,319,482,6,0,0,0,0,488,0,0,0,0,0,0,0,482,6,0,0,0,0,488
2019,KS,Altamont City of KS,36299,9753,0,0,0,0,46052,0,0,0,0,0,0,0,36299,9753,0,0,0,0,46052,294,70,0,0,0,0,365,484,7,0,0,0,0,491,0,0,0,0,0,0,0,484,7,0,0,0,0,491
2018,KS,Altamont City of KS,40957,2937,0,0,0,0,43894,0,0,0,0,0,0,0,40957,2937,0,0,0,0,43894,278,29,0,0,0,0,307,480,6,0,0,0,0,486,0,0,0,0,0,0,0,480,6,0,0,0,0,486
2017,KS,Altamont City of KS,33526,2485,0,0,0,0,36011,0,0,0,0,0,0,0,33526,2485,0,0,0,0,36011,281,21,0,0,0,0,302,482,6,0,0,0,0,488,0,0,0,0,0,0,0,482,6,0,0,0,0,488
2021,TX,Alto Natural Gas Company,20583,24938,0,0,0,0,45521,0,0,0,0,0,0,0,20583,24938,0,0,0,0,45521,393,276,0,0,0,0,669,611,87,0,0,0,0,698,0,0,0,0,0,0,0,611,87,0,0,0,0,698
2020,TX,Alto Natural Gas Company,17865,26243,0,0,0,0,44108,0,0,0,0,0,0,0,17865,26243,0,0,0,0,44108,321,267,0,0,0,0,588,625,88,0,0,0,0,713,0,0,0,0,0,0,0,625,88,0,0,0,0,713
2019,TX,Alto Natural Gas Company,19083,26838,0,0,0,0,45921,0,0,0,0,0,0,0,19083,26838,0,0,0,0,45921,327,268,0,0,0,0,595,624,85,0,0,0,0,709,0,0,0,0,0,0,0,624,85,0,0,0,0,709
2018,TX,Alto Natural Gas Company,23303,24744,0,0,0,0,48047,0,0,0,0,0,0,0,23303,24744,0,0,0,0,48047,400,267,0,0,0,0,667,627,91,0,0,0,0,718,0,0,0,0,0,0,0,627,91,0,0,0,0,718
2017,TX,Alto Natural Gas Company,16564,17564,0,0,0,0,34128,0,0,0,0,0,0,0,16564,17564,0,0,0,0,34128,313,211,0,0,0,0,523,630,80,0,0,0,0,710,0,0,0,0,0,0,0,630,80,0,0,0,0,710
2021,IA,Alton City of,27769,12076,17577,0,0,0,57422,0,0,0,0,0,0,0,27769,12076,17577,0,0,0,57422,262,103,124,0,0,0,490,407,78,3,0,0,0,488,0,0,0,0,0,0,0,407,78,3,0,0,0,488
2020,IA,Alton City of,28458,12378,47427,0,0,0,88263,0,0,0,0,0,0,0,28458,12378,47427,0,0,0,88263,231,100,285,0,0,0,617,402,78,2,0,0,0,482,0,0,0,0,0,0,0,402,78,2,0,0,0,482
2019,IA,Alton City of,32309,15721,51435,0,0,0,99465,0,0,0,0,0,0,0,32309,15721,51435,0,0,0,99465,265,117,329,0,0,0,710,402,77,2,0,0,0,481,0,0,0,0,0,0,0,402,77,2,0,0,0,481
2018,IA,Alton City of,31072,12809,32599,0,0,0,76480,0,0,0,0,0,0,0,31072,12809,32599,0,0,0,76480,282,110,228,0,0,0,621,397,73,2,0,0,0,472,0,0,0,0,0,0,0,397,73,2,0,0,0,472
2017,IA,Alton City of,25045,10283,32564,0,0,0,67892,0,0,0,0,0,0,0,25045,10283,32564,0,0,0,67892,220,79,216,0,0,0,515,395,71,2,0,0,0,468,0,0,0,0,0,0,0,395,71,2,0,0,0,468
2021,CO,"Amarillo Natural Gas, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,KS,"Amarillo Natural Gas, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,OK,"Amarillo Natural Gas, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,TX,"Amarillo Natural Gas, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,CO,"Amarillo Natural Gas, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,KS,"Amarillo Natural Gas, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,OK,"Amarillo Natural Gas, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,TX,"Amarillo Natural Gas, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,CO,"Amarillo Natural Gas, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,KS,"Amarillo Natural Gas, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,OK,"Amarillo Natural Gas, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,TX,"Amarillo Natural Gas, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,KS,"Amarillo Natural Gas, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,OK,"Amarillo Natural Gas, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,TX,"Amarillo Natural Gas, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,CO,"Amarillo Natural Gas, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,KS,"Amarillo Natural Gas, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,OK,"Amarillo Natural Gas, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,TX,"Amarillo Natural Gas, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,IL,Ameren Illinois Company,52227229,15107351,3993456,505445,0,0,71833481,0,30049707,54252757,12220291,0,0,96522755,52227229,45157058,58246213,12725736,0,0,168356236,656607,170731,33801,4463,0,0,865601,746102,59672,245,1,0,0,806020,0,8038,796,7,0,0,8841,746102,67710,1041,8,0,0,814861
2020,IL,Ameren Illinois Company,52293895,15003235,5931168,321885,0,0,73550183,0,28604070,57724503,10451103,0,0,96779676,52293895,43607305,63655671,10772988,0,0,170329859,540705,137352,13366,1400,0,0,692822,745129,59676,224,1,0,0,805030,0,7972,800,7,0,0,8779,745129,67648,1024,8,0,0,813809
2019,IL,Ameren Illinois Company,58435138,18190058,3647842,425392,0,0,80698430,0,30806122,57826815,10581690,0,0,99214627,58435138,48996180,61474657,11007082,0,0,179913057,570249,154981,12161,1936,0,0,739326,743372,60252,231,1,0,0,803856,0,7494,783,7,0,0,8284,743372,67746,1014,8,0,0,812140
2018,IL,Ameren Illinois Company,58593890,17601208,3649794,609054,0,0,80453946,0,30795850,58135320,10058423,0,0,98989593,58593890,48397058,61785114,10667477,0,0,179443539,581512,159649,14647,3238,0,0,759046,743388,60863,222,1,0,0,804474,0,7032,761,7,0,0,7800,743388,67895,983,8,0,0,812274
2017,IL,Ameren Illinois Company,48665593,14820665,2984336,596572,0,0,67067166,0,27010536,58788557,9953166,0,0,95752259,48665593,41831201,61772893,10549738,0,0,162819425,531651,146037,10845,2556,0,0,691089,743950,61123,222,2,0,0,805297,0,6798,735,7,0,0,7540,743950,67921,957,9,0,0,812837
2021,AL,"American Midstream (Alabama Intrastate), LLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
