Quarter,Pipeline,Total Daily Transportation (DTH),Monthly Est. Transportation Reservation Revenue ($),Total Storage (DTH),Monthly Estimated Storage Reservation Revenue ($),Average Contract Length (Months),Active Contracts
Q3 2021,Great Lakes Gas Transmission Limited Partnership,2746282,19280837,0,NA,83,93
Q3 2021,Guardian Pipeline L.L.C.,2437193,7521156,0,NA,118,27
Q3 2021,Gulf South Pipeline Company LP,10654677,81036596,66967970,NA,418,259
Q3 2021,Gulfstream Natural Gas System L.L.C.,1388000,NA,0,NA,218,18
Q3 2021,Hardy Storage Company LLC,0,NA,12361000,NA,174,3
Q3 2021,Horizon Pipeline Company L.L.C.,380000,1258560,0,NA,180,2
Q3 2021,Iroquois Gas Transmission System L.P.,1565320,9770760,0,NA,152,77
Q3 2021,Kern River Gas Transmission Company,3591110,34384377,0,NA,76,113
Q3 2021,Kinder Morgan Illinois Pipeline LLC,200000,180000,0,NA,48,1
Q3 2021,Kinder Morgan Louisiana Pipeline LLC,745000,3419550,0,NA,138,2
Q3 2021,Kinetica Partners LLC,29447,322445,0,NA,381,4
Q3 2021,KPC Pipeline LLC,94754,630778,0,NA,46,9
Q3 2021,Leaf River Energy Center LLC,0,NA,26059117,NA,54,9
Q3 2021,Maritimes & Northeast Pipeline L.L.C.,1044226,9376186,0,NA,152,12
Q3 2021,MarkWest New Mexico L.L.C.,276000,NA,0,NA,310,1
Q3 2021,MarkWest Pioneer LLC,441000,NA,0,NA,91,7
Q3 2021,Midcontinent Express Pipeline LLC,1245000,22523950,0,NA,16,30
Q3 2021,Midwestern Gas Transmission Company,1415123,3050561,0,NA,175,51
Q3 2021,MIGC LLC,105121,402317,0,NA,81,10
Q3 2021,Millennium Pipeline Company LLC,2349969,37231820,0,NA,104,53
Q3 2021,Mississippi Canyon Gas Pipeline LLC,115096,48141,0,NA,NA,16
Q3 2021,Mississippi Hub LLC,0,NA,15500000,NA,41,14
Q3 2021,Mojave Pipeline Company L.L.C.,492936,1245156,0,NA,190,3
Q3 2021,Monroe Gas Storage Company LLC,0,NA,5150000,NA,34,6
Q3 2021,MountainWest Overthrust Pipeline LLC,1812637,2327452,0,NA,60,38
Q3 2021,MountainWest Pipeline LLC,2212278,11798700,54486118,6791473,169,93
Q3 2021,National Fuel Gas Supply Corporation,3135872,7899480,67265972,3016402,94,151
Q3 2021,Natural Gas Pipeline Company of America LLC,9704962,NA,266187200,NA,55,335
Q3 2021,Nautilus Pipeline Company L.L.C.,378401,1502736,0,NA,NA,50
Q3 2021,Nexus,1575500,36097269,0,NA,62,30
Q3 2021,NGO Transmission Inc.,76773,NA,43260,NA,217,1
Q3 2021,North Baja Pipeline LLC,975700,3479903,0,NA,188,16
Q3 2021,Northern Border Pipeline Company,3662958,NA,0,NA,111,171
Q3 2021,Northern Natural Gas Company,25892120,26988509,109861711,104676276,99,1282
Q3 2021,Northwest Pipeline LLC,5179222,39559226,8836002,NA,256,214
Q3 2021,OkTex Pipeline Company L.L.C.,5552,790743,0,NA,188,4
Q3 2021,Ozark Gas Transmission L.L.C.,151580,1202029,0,NA,80,10
Q3 2021,Paiute Pipeline Company,210725,NA,949872,NA,213,29
Q3 2021,Panhandle Eastern Pipe Line Company LP,3027348,624023,40707553,12706,240,199
Q3 2021,Perryville Gas Storage LLC,0,NA,7000000,NA,33,6
Q3 2021,PGPipeline LLC,11200,NA,0,NA,71,1
Q3 2021,Pine Needle LNG Company L.L.C.,0,NA,4140000,NA,239,5
Q3 2021,Pine Prairie Energy Center LLC,0,NA,54207600,NA,42,31
Q3 2021,Portland General Electric Company,159726,NA,0,NA,216,1
Q3 2021,Portland Natural Gas Transmission System LP,325463,8456929,0,NA,210,18
Q3 2021,Rendezvous Pipeline Company LLC,270000,NA,0,NA,129,4
Q3 2021,Rockies Express Pipeline LLC,5395700,112725016,0,NA,69,79
Q3 2021,Rover Pipeline LLC,3340000,7020918,0,NA,93,18
Q3 2021,Ruby Pipeline LLC,1245900,43086461,0,NA,92,17
Q3 2021,Sabal Trail Transmission LLC,978000,50182735,0,NA,206,3
Q3 2021,Saltville Gas Storage Company LLC,0,NA,5262010,573994,59,43
Q3 2021,Sea Robin Pipeline Company LLC,39308,323557,0,NA,114,4
Q3 2021,SG Resources Mississippi LLC,0,NA,16125000,NA,38,13
Q3 2021,Sierrita Gas Pipeline LLC,431100,6423778,0,NA,261,1
Q3 2021,Southeast Supply Header LLC.,665000,4307742,0,NA,84,14
Q3 2021,Southern LNG Company LLC,0,NA,11761920,NA,267,3
Q3 2021,Southern Natural Gas Company L.L.C.,4291119,24926808,53092011,1268900,200,575
Q3 2021,Southern Star Central Gas Pipeline Inc.,3777485,11315182,44425693,221556,174,299
Q3 2021,Southwest Gas Storage Company,0,NA,57117890,NA,35,2
Q3 2021,Spire Storage West LLC,0,NA,28461509,NA,11,129
Q3 2021,Stagecoach Pipeline and Storage Company LLC,2172688,NA,28560510,NA,53,45
Q3 2021,Steckman Ridge LP,0,NA,8050000,NA,26,6
Q3 2021,Stingray Pipeline Company L.L.C.,6000,139500,0,NA,NA,7
Q3 2021,Tallgrass Interstate Gas Transmission LLC,691732,3205692,9549713,4686,98,77
Q3 2021,Tennessee Gas Pipeline Company L.L.C.,14098906,34039800,82227415,1149868,265,653
Q3 2021,Texas Eastern Transmission LP,13868776,18224169,71992173,467926739,110,501
Q3 2021,Texas Gas Transmission LLC,4700143,29785164,61960155,44091200,105,260
Q3 2021,Trailblazer Pipeline Company LLC,1276015,8348965,0,NA,112,69
Q3 2021,Trans-Union Interstate Pipeline LP,470000,773385,0,NA,181,4
Q3 2021,TransColorado Gas Transmission Company LLC,353000,3289749,0,NA,38,5
Q3 2021,Transcontinental Gas Pipe Line Company LLC,17463924,67998539,190090030,7820596,175,620
Q3 2021,Transwestern Pipeline Company LLC,2166777,12923153,0,NA,47,76
Q3 2021,Tres Palacios Gas Storage LLC,0,NA,31931513,NA,13,37
Q3 2021,Trunkline Gas Company LLC,3511719,5892494,3969945,10638177,93,107
Q3 2021,Tuscarora Gas Transmission Company,234584,1719618,0,NA,224,22
Q3 2021,UGI LNG Inc,10000,NA,10000,NA,97,1
Q3 2021,UGI Mt. Bethel Pipeline Company LLC,72000,NA,0,NA,239,1
Q3 2021,UGI Storage Company,0,NA,88002,NA,23,9
Q3 2021,UGI Sunbury LLC,200000,NA,0,NA,275,2
Q3 2021,USG Pipeline Company LLC,9200,NA,0,NA,150,2
Q3 2021,Vector Pipeline L.P.,3163027,11508641,0,NA,129,58
Q3 2021,Venice Gathering System L.L.C.,222584,NA,0,NA,403,10
Q3 2021,Viking Gas Transmission Company,558647,2166970,0,NA,158,108
Q3 2021,WBI Energy Transmission Inc.,1805776,3141373,14220857,333764,88,69
Q3 2021,WestGas InterState Inc.,0,NA,0,NA,NA,1
Q3 2021,White River Hub LLC,2400000,748392,0,NA,170,3
Q3 2021,WTG Hugoton L.P.,55100,168240,0,NA,183,3
Q3 2021,Wyoming Interstate Company L.L.C.,3492352,44730862,0,NA,74,56
Q3 2021,Young Gas Storage Company Ltd.,0,NA,6374843,20124104,343,2
Q2 2021,Algonquin Gas Transmission LLC,5039460,32027295,0,NA,89,150
Q2 2021,Alliance Pipeline L.P.,1715873,18500544,0,NA,70,58
Q2 2021,ANR Pipeline Company,8195860,39774791,192884094,NA,127,655
Q2 2021,ANR Storage Company,0,0,56439486,NA,103,19
Q2 2021,Arlington Storage Company LLC,0,NA,11304000,NA,47,13
Q2 2021,BBT (AlaTenn) LLC,106552,195415,0,NA,105,20
Q2 2021,Big Sandy Pipeline LLC,137721,2378773,0,NA,198,2
Q2 2021,Blue Lake Gas Storage Company,0,NA,48000000,27480000,143,5
Q2 2021,Bluewater Gas Storage LLC,0,NA,30609532,NA,39,48
Q2 2021,Boardwalk Storage Co LLC,0,NA,6700000,NA,23,10
Q2 2021,Bobcat Storage,0,NA,22542200,NA,34,20
Q2 2021,Cadeville Gas Storage LLC,0,NA,20000000,NA,119,1
Q2 2021,Caledonia Energy Partners LLC,0,NA,7550000,NA,33,5
Q2 2021,Cameron Interstate Pipeline LLC,1540730,2018049,0,NA,174,6
Q2 2021,Chandeleur Pipe Line LLC,10000,120604,0,NA,26,1
Q2 2021,Cheniere Creole Trail Pipeline L.P.,1530000,NA,0,NA,257,1
Q2 2021,Cheyenne Plains Gas Pipeline Company LLC,431840,2426104,0,NA,82,13
Q2 2021,Cimarron River Pipeline LLC,254320,79778,0,NA,79,2
Q2 2021,Colorado Interstate Gas Company L.L.C.,5406234,17595013,41981992,82790195,179,141
Q2 2021,Columbia Gas Transmission LLC,13965873,162190778,255749022,NA,165,652
Q2 2021,Columbia Gulf Transmission LLC,5229292,23994764,0,NA,132,91
Q2 2021,Corpus Christi Pipeline,2805000,7902246,0,NA,142,2
Q2 2021,Crossroads Pipeline Company,52920,161595,0,NA,78,7
Q2 2021,Dauphin Island Gathering Partners,45146,NA,0,NA,5,10
Q2 2021,Destin Pipeline Company L.L.C.,424746,3019946,0,NA,974,55
Q2 2021,Discovery Gas Transmission LLC,433904,NA,0,NA,2,58
Q2 2021,Dominion Energy Carolina Gas Transmission LLC,903673,4025604,0,NA,82,82
Q2 2021,Dominion Energy Cove Point LNG LP,2921999,37819590,7822500,NA,258,27
Q2 2021,East Cheyenne Gas Storage LLC,0,NA,6900000,NA,27,8
Q2 2021,East Tennessee Natural Gas LLC,1846126,14111516,1090043,NA,102,183
Q2 2021,Eastern Gas Transmission and Storage Inc,8475663,24996518,303803335,2207105,193,416
Q2 2021,Egan Hub Storage LLC,0,NA,21850000,NA,29,18
Q2 2021,El Paso Natural Gas Company L.L.C.,7731578,50774307,0,NA,122,224
Q2 2021,Elba Express Company L.L.C.,2043197,8299008,0,NA,158,23
Q2 2021,Empire Pipeline Inc.,964301,2461655,3753090,173393,96,15
Q2 2021,Enable Gas Transmission LLC,4426652,37079238,15355120,NA,75,759
Q2 2021,Enable Mississippi River Transmission LLC,1468145,3022385,28053895,45918615,260,86
Q2 2021,Equitrans L.P.,3743336,22140430,28242669,631467,135,51
Q2 2021,ETC Tiger Pipeline LLC,1455000,5344163,0,NA,42,6
Q2 2021,Florida Gas Transmission Company LLC,4320376,34899991,0,NA,287,176
Q2 2021,Florida Southeast Connection LLC,905000,NA,0,NA,288,3
Q2 2021,Freebird Gas Storage LLC,0,NA,4250000,NA,26,4
Q2 2021,Garden Banks Gas Pipeline LLC,124875,NA,0,NA,NA,13
Q2 2021,Gas Transmission Northwest LLC,3005901,NA,0,NA,190,129
Q2 2021,Golden Pass Pipeline LLC,2600910,2813413,0,NA,300,3
Q2 2021,Golden Triangle Storage Inc,165000,NA,4500000,NA,38,6
Q2 2021,Granite State Gas Transmission Inc.,140200,9727,0,NA,11,4
Q2 2021,Great Lakes Gas Transmission Limited Partnership,2783479,19603038,0,NA,82,93
Q2 2021,Guardian Pipeline L.L.C.,2437193,7521156,0,NA,118,27
Q2 2021,Gulf South Pipeline Company LP,10973904,85807088,66967970,NA,398,271
Q2 2021,Gulfstream Natural Gas System L.L.C.,1310000,NA,0,NA,230,17
Q2 2021,Hardy Storage Company LLC,0,NA,12361000,NA,174,3
Q2 2021,Horizon Pipeline Company L.L.C.,380000,1258560,0,NA,159,2
Q2 2021,Iroquois Gas Transmission System L.P.,1565320,9935970,0,NA,146,75
Q2 2021,Kern River Gas Transmission Company,3626737,34696215,0,NA,83,103
Q2 2021,Kinder Morgan Illinois Pipeline LLC,200000,180000,0,NA,48,1
Q2 2021,Kinder Morgan Louisiana Pipeline LLC,785000,849150,0,NA,92,3
Q2 2021,Kinetica Partners LLC,29447,322445,0,NA,381,4
Q2 2021,KPC Pipeline LLC,94754,630778,0,NA,46,9
Q2 2021,Leaf River Energy Center LLC,0,NA,26059117,NA,54,9
Q2 2021,Maritimes & Northeast Pipeline L.L.C.,1044226,13919564,0,NA,152,12
Q2 2021,MarkWest New Mexico L.L.C.,276000,NA,0,NA,310,1
Q2 2021,MarkWest Pioneer LLC,441000,NA,0,NA,91,7
Q2 2021,Midcontinent Express Pipeline LLC,1245000,21973750,0,NA,16,30
Q2 2021,Midwestern Gas Transmission Company,1415123,3050561,0,NA,171,51
Q2 2021,MIGC LLC,105246,176923,0,NA,72,10
Q2 2021,Millennium Pipeline Company LLC,2349969,36224014,0,NA,109,50
Q2 2021,Mississippi Canyon Gas Pipeline LLC,112685,160819,0,NA,NA,16
Q2 2021,Mississippi Hub LLC,0,NA,15500000,NA,41,14
Q2 2021,Mojave Pipeline Company L.L.C.,492936,1245156,0,NA,190,3
Q2 2021,Monroe Gas Storage Company LLC,0,NA,5160000,NA,29,7
Q2 2021,MountainWest Overthrust Pipeline LLC,1812637,2327452,0,NA,55,37
Q2 2021,MountainWest Pipeline LLC,2212278,11798700,54486118,6791473,168,93
Q2 2021,National Fuel Gas Supply Corporation,3103093,7887143,67172972,3011975,97,146
Q2 2021,Natural Gas Pipeline Company of America LLC,9801676,NA,268437200,NA,54,334
Q2 2021,Nautilus Pipeline Company L.L.C.,342286,1404614,0,NA,NA,49
Q2 2021,Nexus,1530500,20525379,0,NA,68,28
Q2 2021,NGO Transmission Inc.,76773,NA,43260,NA,217,1
Q2 2021,North Baja Pipeline LLC,972300,3467777,0,NA,200,15
Q2 2021,Northern Border Pipeline Company,3811775,NA,0,NA,137,137
Q2 2021,Northern Natural Gas Company,22623455,25500376,121071876,128899713,99,1266
Q2 2021,Northwest Pipeline LLC,5102212,38657445,8836002,NA,260,209
Q2 2021,OkTex Pipeline Company L.L.C.,5552,790743,0,NA,188,4
Q2 2021,Ozark Gas Transmission L.L.C.,151580,1202029,0,NA,80,10
Q2 2021,Paiute Pipeline Company,210725,NA,949872,NA,213,29
Q2 2021,Panhandle Eastern Pipe Line Company LP,3119292,648680,40707553,12706,235,201
Q2 2021,Perryville Gas Storage LLC,0,NA,7000000,NA,33,6
Q2 2021,PGPipeline LLC,11200,NA,0,NA,71,1
Q2 2021,Pine Needle LNG Company L.L.C.,0,NA,4140000,NA,239,5
Q2 2021,Pine Prairie Energy Center LLC,0,NA,68737843,NA,28,51
Q2 2021,Portland General Electric Company,159726,NA,0,NA,216,1
Q2 2021,Portland Natural Gas Transmission System LP,325463,8456929,0,NA,210,18
Q2 2021,Rockies Express Pipeline LLC,5130100,109067001,0,NA,79,67
Q2 2021,Rover Pipeline LLC,3230000,3507157,0,NA,138,12
Q2 2021,Ruby Pipeline LLC,1175300,40644930,0,NA,97,16
Q2 2021,Sabal Trail Transmission LLC,920000,46867704,0,NA,211,3
Q2 2021,Saltville Gas Storage Company LLC,0,NA,5262010,573994,59,43
Q2 2021,Sea Robin Pipeline Company LLC,53816,443895,0,NA,114,4
Q2 2021,SG Resources Mississippi LLC,0,NA,15875000,NA,35,13
Q2 2021,Sierrita Gas Pipeline LLC,431100,6423778,0,NA,261,1
Q2 2021,Southeast Supply Header LLC.,594700,3186134,0,NA,115,10
Q2 2021,Southern LNG Company LLC,0,NA,11761920,NA,267,3
Q2 2021,Southern Natural Gas Company L.L.C.,4183393,23849775,53092011,1268900,199,580
Q2 2021,Southern Star Central Gas Pipeline Inc.,3781265,11432598,44425693,221556,174,298
Q2 2021,Southwest Gas Storage Company,0,NA,57117890,NA,35,2
Q2 2021,Spire Storage West LLC,0,NA,27505052,NA,9,130
Q2 2021,Stagecoach Pipeline and Storage Company LLC,2172688,NA,28560510,NA,50,45
Q2 2021,Steckman Ridge LP,0,NA,8050000,NA,26,6
Q2 2021,Stingray Pipeline Company L.L.C.,3000,69750,0,NA,NA,7
Q2 2021,Tallgrass Interstate Gas Transmission LLC,654659,3700757,10297942,4686,94,80
Q2 2021,Tennessee Gas Pipeline Company L.L.C.,13921782,32995775,78909914,1089821,268,644
Q2 2021,Texas Eastern Transmission LP,13874501,19123189,71992173,467926739,110,500
Q2 2021,Texas Gas Transmission LLC,5075842,29752254,61960155,44091200,105,258
Q2 2021,Trailblazer Pipeline Company LLC,1360000,8997160,0,NA,107,69
Q2 2021,Trans-Union Interstate Pipeline LP,470000,773385,0,NA,181,4
Q2 2021,TransColorado Gas Transmission Company LLC,365550,3406707,0,NA,39,5
Q2 2021,Transcontinental Gas Pipe Line Company LLC,17685597,68330450,190090030,7820596,174,622
Q2 2021,Transwestern Pipeline Company LLC,1949227,8534210,0,NA,50,72
Q2 2021,Tres Palacios Gas Storage LLC,0,NA,32980410,NA,12,44
Q2 2021,Trunkline Gas Company LLC,3538511,5968486,3969945,10638177,92,108
Q2 2021,Tuscarora Gas Transmission Company,230584,1690296,0,NA,220,21
Q2 2021,UGI LNG Inc,10000,NA,10000,NA,97,1
Q2 2021,UGI Mt. Bethel Pipeline Company LLC,0,NA,72000,NA,239,1
Q2 2021,UGI Storage Company,0,NA,88002,NA,23,9
Q2 2021,UGI Sunbury LLC,200000,NA,0,NA,275,2
Q2 2021,USG Pipeline Company LLC,9200,NA,0,NA,150,2
Q2 2021,Vector Pipeline L.P.,3064735,11047528,0,NA,140,52
Q2 2021,Venice Gathering System L.L.C.,222584,NA,0,NA,403,10
Q2 2021,Viking Gas Transmission Company,584947,2257085,0,NA,155,109
Q2 2021,WBI Energy Transmission Inc.,1803214,3116159,14220857,333764,89,69
Q2 2021,WestGas InterState Inc.,0,NA,0,NA,NA,1
Q2 2021,White River Hub LLC,2400000,748392,0,NA,170,3
Q2 2021,WTG Hugoton L.P.,55100,168240,0,NA,183,3
Q2 2021,Wyoming Interstate Company L.L.C.,3492352,44730862,0,NA,74,56
Q2 2021,Young Gas Storage Company Ltd.,0,NA,6374843,20124104,343,2
Q1 2021,Algonquin Gas Transmission LLC,5056861,31818901,0,NA,88,150
Q1 2021,Alliance Pipeline L.P.,1974707,21291292,0,NA,55,76
Q1 2021,ANR Pipeline Company,10133675,55467770,192414289,NA,120,698
Q1 2021,ANR Storage Company,0,0,57240360,NA,104,19
Q1 2021,Arlington Storage Company LLC,0,NA,12804000,NA,43,16
Q1 2021,BBT (AlaTenn) LLC,102451,258543,0,NA,100,20
Q1 2021,Big Sandy Pipeline LLC,137721,2378773,0,NA,198,2
Q1 2021,Blue Lake Gas Storage Company,0,NA,48000000,27480000,143,5
Q1 2021,Bluewater Gas Storage LLC,0,NA,29534542,NA,41,44
Q1 2021,Boardwalk Storage Co LLC,0,NA,6730000,NA,29,9
Q1 2021,Bobcat Storage,0,NA,24542200,NA,31,22
Q1 2021,Cadeville Gas Storage LLC,0,NA,20000000,NA,119,1
Q1 2021,Caledonia Energy Partners LLC,0,NA,7300000,NA,30,5
Q1 2021,Cameron Interstate Pipeline LLC,1540730,2018049,0,NA,174,6
Q1 2021,Chandeleur Pipe Line LLC,10000,120604,0,NA,26,1
Q1 2021,Cheniere Creole Trail Pipeline L.P.,1530000,NA,0,NA,257,1
Q1 2021,Cheyenne Plains Gas Pipeline Company LLC,486840,2212256,0,NA,80,13
Q1 2021,Cimarron River Pipeline LLC,254320,79778,0,NA,79,2
Q1 2021,Colorado Interstate Gas Company L.L.C.,5687700,19728350,41981992,82790195,174,144
Q1 2021,Columbia Gas Transmission LLC,16329343,106678558,254577522,NA,162,668
Q1 2021,Columbia Gulf Transmission LLC,5546994,25564469,0,NA,131,92
Q1 2021,Corpus Christi Pipeline,2295000,6465474,0,NA,249,1
Q1 2021,Crossroads Pipeline Company,86379,287568,0,NA,68,8
Q1 2021,Dauphin Island Gathering Partners,45146,NA,0,NA,5,10
Q1 2021,Destin Pipeline Company L.L.C.,460858,3276701,0,NA,974,58
Q1 2021,Discovery Gas Transmission LLC,431221,NA,0,NA,2,58
Q1 2021,Dominion Energy Carolina Gas Transmission LLC,903673,4025604,0,NA,82,82
Q1 2021,Dominion Energy Cove Point LNG LP,3061999,39662550,7822500,NA,257,28
Q1 2021,East Cheyenne Gas Storage LLC,0,NA,6900000,NA,25,9
Q1 2021,East Tennessee Natural Gas LLC,2006534,26188753,1090043,NA,102,183
Q1 2021,Eastern Gas Transmission and Storage Inc,8611298,24777284,308067896,2211551,189,422
Q1 2021,Egan Hub Storage LLC,0,NA,20100000,NA,29,18
Q1 2021,El Paso Natural Gas Company L.L.C.,8290344,49997872,0,NA,116,230
Q1 2021,Elba Express Company L.L.C.,2070197,8517103,0,NA,158,23
Q1 2021,Empire Pipeline Inc.,964051,2461655,3753090,173393,96,15
Q1 2021,Enable Gas Transmission LLC,5074642,41673674,22920017,NA,72,766
Q1 2021,Enable Mississippi River Transmission LLC,1491002,3177276,28053895,45918615,260,86
Q1 2021,Equitrans L.P.,4455280,NA,28242669,NA,127,54
Q1 2021,ETC Tiger Pipeline LLC,1675000,5555813,0,NA,51,9
Q1 2021,Florida Gas Transmission Company LLC,4232718,40203797,0,NA,273,179
Q1 2021,Florida Southeast Connection LLC,905000,NA,0,NA,288,3
Q1 2021,Freebird Gas Storage LLC,0,NA,4750000,NA,17,6
Q1 2021,Garden Banks Gas Pipeline LLC,121633,NA,0,NA,NA,13
Q1 2021,Gas Transmission Northwest LLC,3107025,NA,0,NA,186,130
Q1 2021,Golden Pass Pipeline LLC,2600910,2813413,0,NA,300,3
Q1 2021,Golden Triangle Storage Inc,165000,NA,10500000,NA,27,12
Q1 2021,Granite State Gas Transmission Inc.,140200,9727,0,NA,11,4
Q1 2021,Great Lakes Gas Transmission Limited Partnership,3914757,26888750,0,NA,77,98
Q1 2021,Guardian Pipeline L.L.C.,2437193,7521156,0,NA,118,27
Q1 2021,Gulf South Pipeline Company LP,11077765,78747254,66370769,NA,421,256
Q1 2021,Gulfstream Natural Gas System L.L.C.,1292000,NA,0,NA,230,17
Q1 2021,Hardy Storage Company LLC,0,NA,12361000,NA,174,3
Q1 2021,Horizon Pipeline Company L.L.C.,380000,1258560,0,NA,159,2
Q1 2021,Iroquois Gas Transmission System L.P.,1788370,11519974,0,NA,112,98
Q1 2021,Kern River Gas Transmission Company,3739415,35878852,0,NA,75,113
Q1 2021,Kinder Morgan Illinois Pipeline LLC,200000,180000,0,NA,48,1
Q1 2021,Kinder Morgan Louisiana Pipeline LLC,805730,944301,0,NA,93,3
Q1 2021,Kinetica Partners LLC,29447,322445,0,NA,381,4
Q1 2021,KPC Pipeline LLC,94754,602239,0,NA,37,9
Q1 2021,Leaf River Energy Center LLC,0,NA,27459117,NA,50,10
Q1 2021,Maritimes & Northeast Pipeline L.L.C.,1036726,13919564,0,NA,164,11
Q1 2021,MarkWest New Mexico L.L.C.,276000,NA,0,NA,310,1
Q1 2021,MarkWest Pioneer LLC,441000,NA,0,NA,91,7
Q1 2021,Midwestern Gas Transmission Company,1415123,3050562,0,NA,169,51
Q1 2021,MIGC LLC,70246,176923,0,NA,79,9
Q1 2021,Millennium Pipeline Company LLC,2385819,36239086,0,NA,99,55
Q1 2021,Mississippi Canyon Gas Pipeline LLC,116647,168063,0,NA,NA,16
Q1 2021,Mississippi Hub LLC,0,NA,15500000,NA,31,13
Q1 2021,Mojave Pipeline Company L.L.C.,492936,1245156,0,NA,190,3
Q1 2021,Monroe Gas Storage Company LLC,0,NA,6700000,NA,37,8
Q1 2021,MountainWest Overthrust Pipeline LLC,1862637,2570452,0,NA,51,41
Q1 2021,MountainWest Pipeline LLC,2581449,12619252,54486118,6791473,158,100
Q1 2021,National Fuel Gas Supply Corporation,3065972,7934454,66940115,3000891,97,146
Q1 2021,Natural Gas Pipeline Company of America LLC,10479167,NA,268814625,NA,51,349
Q1 2021,Nautilus Pipeline Company L.L.C.,413781,1649105,0,NA,NA,49
Q1 2021,Nexus,1540500,36516965,0,NA,64,29
Q1 2021,NGO Transmission Inc.,76773,NA,43260,NA,217,1
Q1 2021,North Baja Pipeline LLC,978300,3489176,0,NA,188,16
Q1 2021,Northern Border Pipeline Company,4377532,NA,0,NA,105,176
Q1 2021,Northern Natural Gas Company,23531905,61842657,121071876,131762113,98,1279
Q1 2021,Northwest Pipeline LLC,5144028,39147108,8836002,NA,255,213
Q1 2021,OkTex Pipeline Company L.L.C.,5552,790743,0,NA,188,4
Q1 2021,Ozark Gas Transmission L.L.C.,151580,1202029,0,NA,80,10
Q1 2021,Paiute Pipeline Company,301752,NA,949872,NA,213,29
Q1 2021,Panhandle Eastern Pipe Line Company LP,3714512,847443,40552553,12706,232,205
Q1 2021,Perryville Gas Storage LLC,0,NA,7000000,NA,28,9
Q1 2021,PGPipeline LLC,11200,NA,0,NA,71,1
Q1 2021,Pine Needle LNG Company L.L.C.,0,NA,4140000,NA,239,5
Q1 2021,Pine Prairie Energy Center LLC,0,NA,63624700,NA,28,41
Q1 2021,Portland General Electric Company,159726,NA,0,NA,216,1
Q1 2021,Portland Natural Gas Transmission System LP,342963,24525069,0,NA,190,20
Q1 2021,Rockies Express Pipeline LLC,5640400,97751120,0,NA,86,60
Q1 2021,Rover Pipeline LLC,3275000,6261186,0,NA,88,19
Q1 2021,Ruby Pipeline LLC,1339200,46313019,0,NA,76,24
Q1 2021,Sabal Trail Transmission LLC,920000,46867704,0,NA,211,3
Q1 2021,Saltville Gas Storage Company LLC,0,NA,4957440,538451,59,43
Q1 2021,Sea Robin Pipeline Company LLC,49928,411645,0,NA,114,4
Q1 2021,SG Resources Mississippi LLC,0,NA,18750000,NA,35,13
Q1 2021,Sierrita Gas Pipeline LLC,431100,6423778,0,NA,261,1
Q1 2021,Southeast Supply Header LLC.,555000,2552736,0,NA,143,8
Q1 2021,Southern Natural Gas Company L.L.C.,4625979,26867725,53092011,1268900,197,585
Q1 2021,Southern Star Central Gas Pipeline Inc.,3959990,12299483,44425693,221556,164,314
Q1 2021,Southwest Gas Storage Company,0,NA,57117890,NA,263,1
Q1 2021,Spire Storage West LLC,0,NA,34678500,NA,10,101
Q1 2021,Stagecoach Pipeline and Storage Company LLC,2165276,NA,28760510,NA,44,48
Q1 2021,Steckman Ridge LP,0,NA,6550000,NA,28,5
Q1 2021,Stingray Pipeline Company L.L.C.,11283,262331,0,NA,NA,7
Q1 2021,Tallgrass Interstate Gas Transmission LLC,661797,3878827,10130242,16278,84,83
Q1 2021,Tennessee Gas Pipeline Company L.L.C.,13271574,31751201,83609914,1130546,258,667
Q1 2021,Texas Eastern Transmission LP,13977872,19435828,71992173,471213214,110,498
Q1 2021,Texas Gas Transmission LLC,5778299,37546833,64853655,48224750,104,264
Q1 2021,Trailblazer Pipeline Company LLC,1493310,9871687,0,NA,105,70
Q1 2021,Trans-Union Interstate Pipeline LP,470000,773385,0,NA,181,4
Q1 2021,TransColorado Gas Transmission Company LLC,472700,4405281,0,NA,27,8
